id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
218,0,5,1,7,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0.8,0.7,1.316007219,10,1,-1,0,1,11,1,1,0,1,69,2,0.424264069,1.062793955,-1,3.464101615,0.8,0.7,0.7,2,1,9,2,8,4,7,3,2,2,6,0,1,0,0,0,0
221,0,2,1,3,0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0.9,0.5,-1,11,1,-1,0,-1,1,1,1,3,1,31,3,0.397492138,0.500495622,0.398748041,0,0,0.2,0.8,4,4,7,2,7,5,8,9,2,5,4,0,0,0,0,0,0
223,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.6,1.15677353,7,1,-1,0,-1,1,1,1,2,1,40,2,0.374165739,0.772435105,0.381444623,3.16227766,0.2,0.8,0.2,3,2,10,5,10,1,10,6,1,3,8,0,1,0,1,0,1
224,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0.1,0.50559371,10,1,-1,0,0,11,1,0,0,1,76,2,0.316227766,0.848150638,0.379473319,3.741657387,0,0,0.6,2,2,7,3,9,0,9,9,4,6,5,0,1,1,0,0,0
225,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.1,0.2,-1,6,1,-1,0,-1,14,1,1,2,1,104,1,0.316069613,0.50132057,0.355668385,1.414213562,0.5,0.3,0.3,3,3,6,4,11,1,8,6,2,2,9,0,1,0,0,1,0
227,0,7,1,10,0,0,0,1,0,0,0,0,0,0,0,12,0,0,1,0.9,1.6,1.675559608,11,1,1,0,0,0,1,1,2,1,46,3,0.4,0.790778464,0.300333148,3.31662479,0.3,0,0.2,1,2,9,2,6,4,6,5,3,1,4,0,0,1,0,0,0
229,0,3,1,4,1,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.6,0.4,0.66614563,10,1,1,0,0,1,1,1,2,1,38,3,0.316227766,0.751829724,0.299165506,3.605551276,0.2,0.3,0.9,3,0,9,7,8,3,11,6,0,3,8,0,1,0,0,1,0
235,0,3,1,6,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.9,0.4,0.918218384,11,0,0,9,1,8,-1,1,2,1,104,3,0.519615242,1.655331981,0.505766745,3,0.2,0,0.8,2,0,9,0,9,1,6,5,1,3,6,0,1,0,0,0,0
239,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.9,0.4,0.733570038,11,1,-1,0,-1,0,1,1,3,1,39,3,0.316069613,0.625838281,0.374432905,2.449489743,0.8,0.5,0.2,3,1,8,4,11,1,9,3,0,2,9,0,1,1,0,1,0
244,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.6,0.1,0.713705121,6,1,-1,0,-1,11,1,0,2,1,76,3,0.316227766,0.800929212,0.379473319,3.741657387,0.9,0.2,0.6,4,2,10,0,12,2,10,4,2,3,6,0,0,0,0,0,1
248,0,5,1,2,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.8,1.5,1.19869721,11,1,-1,0,-1,0,1,1,2,1,88,3,0.4,0.741257587,0.397492138,2.828427125,0.3,0.5,0,1,2,9,4,9,2,8,8,1,4,11,0,0,1,0,0,1
261,0,0,1,5,0,6,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.2,0.640312424,11,1,-1,0,-1,14,0,1,1,1,42,2,0.4,0.753367097,0.393700394,3.31662479,0.1,0.6,0.9,1,1,6,3,10,2,8,3,1,3,6,0,1,1,0,0,1
263,0,2,1,6,0,4,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.4,0.784617741,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.593595293,0.358329457,2.645751311,0.3,0.6,0.1,3,0,7,1,11,6,7,6,2,2,10,0,1,0,0,0,0
264,0,5,1,8,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.4,0,0.810863737,6,1,-1,0,0,0,1,1,0,1,32,1,0.316227766,0.572167836,0.36152455,2.449489743,0.7,0.4,0.9,2,3,9,2,11,1,5,7,2,5,5,0,0,0,0,0,1
265,0,1,2,5,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,1.3,1.448922013,2,1,-1,0,-1,1,1,1,0,1,104,3,0.424264069,0.999359299,-1,3.605551276,0.7,0.9,0.4,5,1,10,3,10,5,7,7,2,2,8,0,1,0,0,0,0
266,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0.1,0.3,-1,7,1,0,0,0,0,1,1,2,1,43,3,0.4,0.641923762,0.300333148,2.449489743,0.1,0.2,0.9,1,1,9,4,7,3,10,6,0,2,3,0,0,1,0,0,0
269,0,1,2,4,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.8,0.6,1.028955781,6,1,-1,0,0,1,1,1,0,1,38,0,0.316227766,0.705761414,0.359861084,3.464101615,0.7,0.8,0.7,3,1,10,4,11,2,4,1,3,4,9,0,1,0,1,0,0
271,0,2,1,5,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.3,0,-1,11,0,1,1,1,0,1,1,2,1,75,2,0.447213595,1.110915042,0.382361086,3.464101615,0.8,0.8,0.6,1,3,7,4,10,2,8,7,0,5,7,0,1,1,0,0,0
280,0,4,1,3,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.4,0,0.596866819,11,1,-1,0,-1,1,1,1,0,1,91,3,0.417971291,0.979205277,0.365786823,3.464101615,0.8,0.2,0.2,1,3,9,1,9,0,12,5,0,2,5,0,0,0,1,0,0
284,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.9,0.4,0.770957197,7,1,1,0,0,1,1,1,2,1,10,2,0.316227766,0.620000667,0.319374389,2.645751311,0.1,0.6,0.3,2,3,9,4,10,4,5,7,0,4,14,0,0,1,0,1,0
285,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.6,0.2,0.556214887,7,1,1,0,0,0,1,0,2,1,23,3,0.4,0.989959929,0.330907842,3.605551276,0.3,0.3,0.6,3,0,6,4,11,0,7,9,2,5,7,0,0,0,0,0,0
286,0,3,2,5,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0.2,0.2,-1,5,1,1,0,1,0,1,1,2,1,54,3,0.4,0.946393764,0.32,3.605551276,0.9,0.6,0.7,3,3,9,5,12,3,7,0,1,7,9,1,1,1,1,0,0
301,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0.3,0.3,-1,10,1,-1,0,1,0,1,1,0,1,32,3,0.316069613,0.531060066,0.364965752,1.414213562,0.3,0.8,0.5,3,3,9,2,10,2,9,5,3,0,11,0,1,1,0,0,0
302,0,0,1,9,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.7,0.7,1.191375256,7,1,0,0,0,14,1,1,2,1,82,3,0.316227766,0.678400525,0.329241553,3.16227766,0.5,0,0.6,3,2,9,4,11,0,11,6,1,0,8,0,1,1,0,0,0
305,0,2,3,3,1,4,0,1,0,0,0,0,0,0,0,6,0,1,0,0.7,0.8,1.696872123,11,0,0,0,1,11,1,1,2,1,2,3,0.424264069,1.015269781,-1,3.605551276,0.6,0.9,0.2,3,1,7,3,8,4,11,6,2,4,6,0,1,0,0,0,0
306,0,2,1,6,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0.646625858,10,1,-1,8,0,11,0,0,0,1,71,2,0.489897949,1.404100547,0.494974747,3.605551276,0,0.7,0.1,2,3,8,5,11,3,5,2,2,2,12,1,0,1,0,0,0
307,0,3,1,3,1,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.7,1.2,0.99121138,11,1,1,0,1,14,1,1,2,1,82,3,0.316227766,0.642760061,0.329241553,3,0.2,0.8,0.6,2,5,7,3,10,3,5,2,3,1,11,0,1,1,1,1,0
309,0,5,1,7,0,5,1,0,0,0,0,0,0,0,0,13,1,0,0,0.7,0.9,1.010569147,11,1,1,0,1,17,1,1,2,1,104,3,0.422018957,0.736068965,0.343511281,2,0.1,0.8,0.5,1,2,9,3,8,2,4,3,1,5,7,0,1,1,0,0,0
310,0,4,2,5,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,0.7,1.165654323,4,1,-1,0,1,1,1,1,0,1,104,2,0.424264069,0.975410488,-1,3.464101615,0.3,0.4,0.5,3,2,10,3,10,3,6,5,1,3,6,0,0,0,0,0,1
311,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0,0.726291952,7,1,-1,0,-1,6,1,1,0,1,26,3,0.374165739,0.614326212,0.390768474,2.828427125,0.9,0,0.9,2,2,6,1,8,2,6,5,1,5,11,0,0,1,0,1,1
312,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.5,0.2,0.863857627,6,1,-1,0,0,11,1,1,0,1,19,1,0.315594677,0.515182709,0.362629287,1,0.4,0.1,0,3,3,9,5,6,6,8,6,1,2,10,0,0,1,0,1,0
313,0,1,1,5,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.8,0.4,0.88246813,11,1,-1,0,-1,0,1,1,2,1,32,3,0.316227766,0.657443081,0.36152455,3.16227766,0.2,0.7,0.9,4,1,8,1,10,3,5,3,1,4,7,1,0,0,0,0,0
316,0,5,2,1,1,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0.8,0.6,1.011496416,11,0,1,0,1,7,1,0,2,1,104,3,0.4,1.203561262,0.380263067,3.741657387,0.4,0,0.6,4,4,7,3,10,1,7,5,3,5,9,0,1,0,0,0,0
319,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.1,0.2,-1,0,1,-1,2,1,1,1,1,0,1,90,0,0.397492138,0.601702131,0.42661458,1.414213562,0.8,0.7,0.7,1,2,9,1,11,2,8,9,1,0,8,0,0,1,0,0,0
321,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0.2,0.3,-1,9,1,0,0,0,14,1,1,2,1,68,3,0.4,0.820388439,0.344383507,2.828427125,0.2,0.5,0,0,1,7,2,10,0,13,5,0,2,5,1,1,1,0,1,0
324,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.8,0.955248659,11,1,-1,0,-1,14,1,0,2,1,82,3,0.316227766,0.760396265,0.368510515,3.605551276,0.8,0.7,0.8,3,0,6,4,9,2,7,6,0,4,16,0,0,0,0,0,0
325,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.4,0,0.497493719,7,1,-1,0,-1,11,1,0,2,1,36,3,0.374165739,0.880516847,0.379341535,3.605551276,0,0,0.2,2,2,7,3,12,1,7,2,2,5,3,0,1,1,0,1,0
326,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0,0.905883547,7,1,-1,0,-1,11,1,1,2,1,104,2,0.446989933,0.679997569,0.408656335,2,0,0.1,0.9,1,1,9,2,11,1,4,5,1,2,5,0,0,0,0,1,1
328,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0.4,0.92161543,10,1,-1,0,1,1,1,0,0,1,80,2,0.316227766,0.784258875,-1,3.605551276,0.5,0.7,0.6,3,3,7,3,11,0,11,3,0,2,4,1,0,1,1,0,0
330,0,2,1,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0.9,1.6,1.759616436,10,0,-1,0,1,11,1,1,0,1,44,3,0.445869936,0.686514132,0.445869936,2.236067978,0,0.9,0,1,1,9,4,12,3,9,8,1,2,5,0,0,0,0,0,0
338,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0,0.665676348,11,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.696137514,0.368510515,3.31662479,0.7,0.5,0.1,3,2,9,3,10,2,12,5,2,3,7,0,1,0,0,0,1
339,0,6,1,8,1,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,0.4,0.606217783,6,1,-1,0,1,0,1,1,4,1,87,3,0.316227766,0.736840474,0.36152455,3.464101615,0.4,0.9,0.5,3,1,6,6,11,3,14,10,4,0,9,0,0,1,0,0,0
340,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6,0.4,1.146734494,5,1,-1,0,-1,1,0,1,2,1,10,2,0.316227766,0.545587105,0.386005181,1.414213562,0.7,0.4,0.4,3,1,8,4,8,4,9,5,0,5,5,1,1,1,0,1,0
342,0,5,1,8,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.2,0.3,-1,11,1,1,0,1,1,1,1,2,1,25,3,0.4,0.830388737,-1,3.605551276,0.1,0.4,0.5,2,1,9,2,9,3,4,2,3,2,6,0,1,1,0,0,0
344,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.4,0,0.740354645,11,1,1,0,0,7,1,1,2,1,92,3,0.374165739,0.775076642,0.327871926,3.464101615,0,0.8,0.5,3,0,10,3,9,3,11,3,1,0,8,0,1,0,0,0,0
346,0,4,1,5,1,4,0,1,0,0,0,0,0,0,0,13,1,0,0,0.4,0.4,0.915150261,4,1,-1,0,1,14,1,1,0,1,104,2,0.316227766,0.724711399,0.393700394,3.31662479,0.4,0.4,0.8,1,0,8,4,11,4,4,6,2,3,4,0,1,1,1,0,0
350,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0.2,0.4,-1,10,0,-1,0,1,15,1,1,0,1,5,2,0.424264069,0.996346632,0.4,3.16227766,0.5,0.4,0.1,3,1,8,1,12,2,5,7,2,3,6,0,0,0,1,1,1
351,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.4,0,0.765261393,3,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.720637344,0.36152455,3.464101615,0.8,0.5,0.9,1,2,8,3,9,3,8,4,2,1,9,0,1,1,0,0,0
360,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.2,0.733570038,11,1,0,0,1,1,1,1,2,1,25,3,0.4,0.839556652,-1,3.464101615,0.3,0.7,0.2,3,3,10,5,11,2,9,4,3,2,2,0,1,1,1,0,0
363,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,1.163239012,11,1,-1,0,-1,14,1,0,2,1,72,3,0.4,1.128683135,0.40938979,3.741657387,0.4,0.8,0.8,3,2,8,5,9,2,12,3,0,3,10,0,1,1,1,0,0
364,0,5,1,6,1,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.4,0.913099118,11,1,-1,0,-1,1,1,1,3,1,10,2,0.316227766,0.522549377,0.386005181,1,0.2,0.5,0.9,1,1,6,2,10,2,5,4,0,4,6,0,0,1,1,1,0
367,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.4,0,0.713267131,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316069613,0.551669143,0.365102725,1.732050808,0.2,0.3,0.6,4,1,8,1,8,2,9,8,2,2,7,1,0,1,0,0,0
370,0,6,1,5,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.6,0.4,0.665676348,9,1,1,9,1,17,1,0,2,1,104,3,0.424264069,1.094587171,-1,3.741657387,0.6,0,0.6,4,4,6,4,9,2,7,5,0,2,7,0,1,1,1,0,0
372,0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.9,1.4,2.097170713,11,0,-1,0,-1,7,1,1,2,1,96,3,0.447213595,0.857688249,0.430116263,3,0.5,0.6,0.5,3,0,9,4,10,1,11,5,1,3,8,0,1,1,0,0,0
374,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.9,1.2,1.275980016,10,0,-1,0,0,10,1,1,0,1,28,3,0.374165739,0.861168723,0.382099464,3.16227766,0.6,0.5,0.7,2,3,6,1,9,2,9,5,2,5,9,0,0,0,1,1,0
375,0,5,1,3,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.4,0.4,0.728440114,8,1,-1,0,1,0,1,1,0,1,86,3,0.4,0.89586977,-1,3.16227766,0.3,0.4,0.6,4,2,9,3,11,2,12,8,2,1,9,0,0,1,0,1,0
378,0,2,1,7,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.4,0,0.838525492,4,1,-1,0,0,14,1,1,0,1,60,1,0.316227766,0.611122798,0.347275107,3,0.2,0.1,0.3,2,3,8,2,11,4,12,1,1,1,9,1,1,0,1,0,1
380,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.3,0.1,-1,7,1,-1,0,-1,0,1,1,0,1,87,3,0.316227766,0.718900676,0.36152455,3.464101615,0.2,0.9,0.8,4,1,8,1,11,3,13,3,1,5,3,0,1,0,0,0,0
389,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.1,0.2,-1,9,0,0,0,1,4,1,1,-1,1,104,2,0.447213595,1.086648879,0.370405184,3.31662479,0.4,0.7,0.4,3,4,8,3,8,1,6,2,4,2,9,0,0,1,0,1,0
395,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0.8,1.345130105,11,1,-1,2,-1,1,1,1,2,1,90,0,0.424264069,0.647675437,0.416653333,2,0.9,0.8,0.5,2,1,10,5,9,4,9,11,1,2,10,0,1,0,1,0,0
397,0,5,2,7,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.3,1.1,7,1,1,0,0,1,1,1,2,0,10,2,0.316227766,0.615435074,0.319374389,2.645751311,0.2,0.7,0.9,2,3,9,3,9,1,7,4,1,1,10,0,1,1,0,0,0
398,0,0,4,9,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.4,0,0.744143803,10,1,-1,0,1,0,1,1,0,1,62,3,0.4,0.813356986,0.382622529,3,0.5,0.6,0.6,1,2,9,4,10,2,5,0,0,2,11,0,1,1,1,0,0
399,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9,0.4,0.934077085,6,1,-1,0,1,4,1,1,0,1,104,2,0.4,0.624003338,0.394334883,2.449489743,0.3,0.4,0.5,1,3,6,2,6,2,16,4,1,1,8,0,1,0,0,1,0
401,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0.9,0.8,0.947034846,6,1,-1,0,1,6,1,0,0,1,33,2,0.4,1.074372775,-1,3.741657387,0,0.1,0.8,3,1,6,4,11,4,8,4,0,4,4,0,1,1,0,1,0
404,0,2,2,1,0,-1,0,0,0,1,0,0,0,0,0,7,1,0,0,0.6,0.2,0.671286079,8,1,1,0,1,11,-1,1,0,1,67,2,0.374165739,0.676463824,0.300832179,3.16227766,0,0.7,0,2,1,9,4,8,3,11,6,2,3,7,0,1,1,1,1,0
406,0,5,1,6,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.3,0.831790238,7,1,-1,0,-1,6,1,1,2,1,73,3,0.4,0.809129213,0.418090899,3.16227766,0.4,0.9,0.6,4,2,9,0,7,2,13,9,1,4,11,0,1,1,1,0,0
408,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0.3,0.4,-1,6,1,-1,0,1,4,1,1,0,1,104,3,0.398622629,0.658714626,0.363318043,2.236067978,0.2,0.9,0.7,2,4,10,2,8,2,8,6,2,3,12,0,1,1,0,0,0
410,0,6,1,9,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.9,0.2,0.534438958,10,1,-1,0,1,0,1,1,0,1,32,1,0.316069613,0.429106317,0.361939221,0,0.8,0.8,0.5,1,1,8,1,12,5,8,6,0,2,8,0,0,0,0,1,0
413,0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,1.8,2.047254259,11,0,1,0,1,15,1,1,2,1,5,2,0.447213595,1.070066036,0.325576412,3.31662479,0.9,0.4,0.3,4,2,7,3,10,3,13,8,1,6,10,0,1,1,0,1,0
417,0,2,1,6,0,3,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,1.2,1.5,11,1,-1,0,-1,6,1,1,2,1,77,2,0.374165739,0.778848483,-1,3.464101615,0.4,0.1,0,3,3,6,3,8,1,12,6,3,1,4,0,1,0,1,0,1
420,0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0.5,0,-1,10,1,-1,8,1,14,1,1,0,1,18,2,0.565685425,1.554110785,0.565685425,3.605551276,0.6,0.5,0.6,1,1,6,2,9,2,6,4,1,2,12,0,1,1,1,0,0
425,0,4,2,4,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.4,0.4,0.688294995,6,1,-1,0,1,1,1,1,0,1,10,2,0.316227766,0.70802659,0.381444623,3.16227766,0.1,0.9,0.4,2,4,8,3,12,2,11,8,1,2,7,0,1,1,0,0,0
429,0,2,1,4,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.5,0.5,0.981389321,7,0,-1,0,-1,15,1,1,2,1,5,2,0.424264069,0.791875063,0.4,2.236067978,0.4,0.4,0.2,3,0,9,5,10,2,9,4,4,1,6,0,0,0,0,0,0
430,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.4,0,1.34675536,11,0,0,9,0,9,1,1,2,1,104,3,0.447213595,1.343856545,0.387298335,3.605551276,0.8,0.5,0,2,2,9,3,11,1,6,9,3,3,8,0,1,0,0,0,0
431,0,5,1,7,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.7,1.1,1.35323686,4,1,-1,0,1,10,1,1,0,1,28,3,0.374165739,1.019962931,0.382099464,3.605551276,0.4,0.5,0.7,3,2,6,3,7,3,10,2,3,2,2,0,0,1,0,1,0
432,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.9,0.4,0.698212002,6,1,-1,0,1,11,0,1,0,1,103,1,0.316227766,0.52037018,0.330756708,1.732050808,0.7,0.9,0,4,1,9,6,9,3,12,5,1,3,5,0,1,0,0,0,1
433,0,5,1,9,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0.9,0.4,0.741619849,7,1,0,0,1,0,1,1,3,1,43,1,0.422018957,0.516304414,-1,0,0.4,0.4,0.1,1,2,6,3,10,2,10,3,0,6,9,1,0,1,1,1,0
434,0,5,1,5,1,6,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.3,0.649519053,7,1,-1,0,-1,14,1,1,1,1,42,2,0.4,0.754600217,0.393700394,3.31662479,0,0.5,0.5,2,4,7,4,10,5,8,6,3,6,8,1,0,1,0,0,0
435,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.1,0.1,-1,10,1,-1,0,0,11,1,1,0,1,76,2,0.316227766,0.788777168,0.379473319,3.605551276,0.4,0.3,0.2,3,2,7,4,8,1,3,3,3,2,11,0,1,0,0,1,0
437,0,0,1,8,0,4,1,0,0,0,0,0,0,0,0,11,1,0,0,0.7,0.5,0.926350366,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.696478747,0.36152455,3.16227766,0.5,0.9,0.8,4,1,10,4,9,3,9,1,1,1,11,0,1,0,0,1,0
439,0,3,1,4,1,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.9,1.3,0.55789784,11,1,1,0,1,9,1,0,2,1,21,3,0.316227766,0.900858177,0.313049517,3.741657387,0,0.4,0,2,1,9,3,6,1,12,5,0,5,12,0,0,1,0,1,0
440,0,5,3,9,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.3,0,0.841130192,6,1,-1,9,1,9,1,0,0,1,104,2,0.447213595,1.514107898,0.444971909,3.741657387,0.3,0,0.5,3,1,7,4,8,2,9,4,1,2,9,0,1,0,0,1,0
441,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.3,0.553962995,6,1,-1,0,0,1,1,0,0,1,74,2,0.4,0.877001842,0.378417759,3.605551276,0.7,0.9,0.4,3,2,8,4,11,3,10,8,1,4,13,1,0,1,1,0,1
444,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,12,0,0,1,0.9,0.3,0.863495802,7,0,-1,0,-1,11,1,1,2,1,7,3,0.424264069,0.786652601,0.412916456,3.16227766,0.8,0.1,0.8,3,4,7,3,10,1,7,10,2,1,4,1,0,1,0,1,0
448,0,3,1,8,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.7,0.1,0.491172068,7,1,0,0,0,0,1,1,2,1,37,2,0.316227766,0.750027548,0.31144823,3.464101615,0.3,0.1,0,2,3,7,3,10,2,11,5,3,2,4,0,0,0,0,1,0
449,0,2,1,6,0,0,0,1,0,0,0,0,1,0,1,4,0,1,0,0.9,0.9,0.877496439,7,1,1,1,1,14,1,1,2,1,104,2,0.4,0.904534034,0.340881211,3.31662479,0.1,0.5,0.2,2,2,4,1,9,1,7,5,0,5,7,0,0,1,1,0,0
451,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.6,0.4,0.706664701,11,1,1,0,0,4,1,0,2,1,12,3,0.4,0.968224498,0.324807635,3.741657387,0.6,0.5,0.7,2,2,8,5,10,2,7,10,1,3,6,0,1,1,0,0,0
454,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.6,0.2,0.77014609,0,1,-1,0,0,1,1,1,0,1,40,2,0.374165739,0.812752821,0.381444623,3.605551276,0.8,0.2,0.7,1,3,6,1,7,4,9,9,1,3,7,0,1,1,0,1,0
456,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0.7,0.3,0.757050197,7,1,-1,0,-1,11,1,1,2,1,101,3,0.374165739,0.834991463,0.384967531,3.605551276,0.8,0.6,0.1,2,2,6,1,8,2,10,7,1,4,5,0,0,0,1,0,0
457,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.9,0.5,0.687386354,7,1,-1,0,-1,1,1,1,0,1,85,3,0.424264069,0.772874318,0.427901858,3.16227766,0.6,0.7,0.6,3,1,10,6,10,2,9,6,2,3,5,1,1,1,0,0,0
460,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.3,0,-1,11,1,-1,0,-1,0,1,0,2,1,22,3,0.316227766,0.881862698,0.374566416,3.605551276,0.6,0.7,0,4,3,8,6,10,2,14,7,3,4,7,0,0,1,1,0,0
462,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.9,0.4,1.12832841,11,1,-1,0,-1,11,1,1,2,1,7,3,0.424264069,0.62639926,0.412916456,1.732050808,0.3,0.1,0.4,2,1,6,4,7,2,9,2,1,1,7,0,1,1,0,1,0
